Symbol,Name,Year,CSR Strategy Score,Community Score,ESG Combined Score,ESG Controversies Score,ESG Score,Emissions Score,Environment Pillar Score,Environmental Innovation Score,Governance Pillar Score,Human Rights Score,Management Score,Product Responsibility Score,Resource Use Score,Shareholders Score,Social Pillar Score,TRDIR Controversies Score,TRDIR Diversity Score,TRDIR Inclusion Score,TRDIR People Development Score,TRDIR Score,Workforce Score,Total Returns,Standard Deviation,Predicted Total Returns
CTVA,CORTEVA,2019,91.88145568,73.1062071975,46.77493148,60.541666667499996,53.019241935,67.24284869499999,43.26657289,7.221283785,69.2579063625,53.7851356025,57.0620980975,42.942030492499995,56.6676015075,94.828234375,53.60412443,100.0,30.25,23.75,46.75,53.833333333333336,44.984283155,0.275228,0.29031333333333337,2.75%
CVS,CVS HEALTH,2002,60.98821032476191,93.21217240142857,54.70873349523809,53.02614626490477,73.42563027047619,72.08799671333334,67.68756034714286,35.714285714285715,72.64306414809523,63.54484307761905,73.50211621619049,70.40465571142856,72.71084301428571,77.54945980142857,76.53476874,91.42857142857143,37.0,36.57142857142857,63.857142857142854,58.791666666666664,74.62562793666667,0.13066990476190476,0.22092142857142857,1.31%
CVX,CHEVRON,2002,79.01611461333334,93.57521986380952,50.95180149952381,35.279856278666664,73.37488485190477,84.57801143142858,71.70261127,52.73285059714286,77.05545621428571,64.09220722904762,73.75725181190477,50.19271317380952,75.60562812285714,86.74236529666666,72.68634086571429,85.71428571428571,30.142857142857142,86.14285714285714,27.142857142857142,57.285714285714285,81.90846370142857,0.13309066666666666,0.2291202857142857,1.33%
CZR,CAESARS ENTERTAINMENT,2016,36.56342544142857,60.186061471428566,34.94499889714286,83.00058548,38.44895501857143,29.418250152857144,24.397150572857146,0.0,35.54307136571428,34.84866400428571,28.58314992514286,48.619924427142855,23.5156972,58.062573455714286,48.81729345,95.83333333333333,25.666666666666668,4.833333333333333,21.0,51.75,48.996626518571425,0.3122048571428571,0.5648654285714285,3.12%
D,DOMINION ENERGY,2002,62.000848914,76.8518484685,61.8917466505,83.4258262725,63.575288512,74.6907788545,61.236683703999994,39.410824711,75.7833227915,23.401567864999997,77.2562677725,73.966318404,65.4578647045,80.0618221105,57.24266843,100.0,21.571428571428573,63.285714285714285,41.142857142857146,56.5,55.529008704,0.10114695,0.1607378,1.01%
DAL,DELTA AIR LINES,2008,73.45072080285715,93.51974059428572,53.92045519357142,53.113665286999996,65.64408804571428,94.07988263214285,67.38800852857142,10.569019274285713,52.41606518,53.824419475714286,39.33348511214286,79.49496810214285,66.95369225314286,82.00156166500001,73.32615544500001,66.2,29.2,55.8,56.8,52.0,69.43057253785715,0.13927921428571427,0.4446299285714286,1.39%
DD,DUPONT DE NEMOURS,2017,93.95338553833334,69.46608066333333,52.891639510000005,61.117132868,63.377030695,57.191054699999995,63.99576108166667,70.02526455499999,68.50222322666667,81.71731563166666,55.826861914999995,22.456282778333332,64.39292474833333,93.78598605666667,59.707224405,100.0,19.25,31.5,49.5,50.0625,43.17549116833334,-0.027073666666666663,0.317271,-0.27%
DE,DEERE,2005,50.34525271882353,90.59183746117647,59.36911282411764,90.74219577705883,60.646805075882355,49.60921470352941,62.27809895117647,68.40107218,45.81424298235294,41.93168955647059,41.73092809117647,82.44108149352941,61.98853231176471,56.404619464117644,70.46672753411765,100.0,22.8,56.2,49.4,57.1,74.14281745294117,0.22298094117647058,0.26895958823529414,2.23%
DFS,DISCOVER FINANCIAL SVS.,2007,17.96192526933333,74.007437306,44.37948269466666,71.57624140333334,47.58405600866667,19.15986170333333,19.2316170208,0.0,61.75601784733333,3.013100436666667,61.41413737733333,40.428413670000005,27.366042315066668,92.09168112533332,48.861427192,100.0,36.75,71.0,37.25,61.25,59.93446543866666,0.2148657142857143,0.3154740714285714,2.15%
DG,DOLLAR GENERAL,2009,0.0,57.98473565571429,33.33989348642857,72.92230441214285,33.681042752857145,2.3733380114285714,6.306356278071428,3.3311454564285716,49.2923449735,24.945528202142857,62.647331077,31.015779441428574,10.655425727928572,37.63728794407143,41.61808998228571,92.8,18.48696,27.142860000000002,69.03636,51.86654,40.98190018357143,0.21839361538461538,0.22678153846153848,2.18%
DGX,QUEST DIAGNOSTICS,2002,34.178062752049996,76.4662872075,53.23232879449999,87.193514819,54.683071014999996,51.203970309499994,38.4871224472,0.0,55.634071029,11.8616993825,60.741024339800006,68.28823439,38.58328783605,52.91489884,60.638882907,100.0,40.0,54.0,40.5,58.625,65.963487934,0.10949610000000001,0.22512365,1.09%
DHI,D R HORTON,2002,0.0,63.36712785428571,32.6696628852381,94.76190476190476,32.6696628852381,9.119062985238095,16.64636945766667,25.76728855142857,69.13708340428572,4.039793891428571,81.90232687428572,7.219983283333333,10.077710056666666,72.6776607752381,22.688510291904763,100.0,18.2,6.4,16.2,36.1875,26.895651812857142,0.2276287142857143,0.3756966666666666,2.28%
DHR,DANAHER,2005,29.466470857058823,56.13047920411765,47.264302269999995,93.36898395705882,48.787426301764704,23.777586478,34.713914901176466,44.11764705882353,48.28854232764706,38.215794532352945,54.198224599411766,63.85053426647058,36.62966023,41.13764906529412,54.15440551176471,100.0,31.166666666666668,48.5,50.666666666666664,57.583333333333336,57.25731586235295,0.19915411764705881,0.18623929411764706,1.99%
DIS,WALT DISNEY,2002,51.59139566176191,86.90748663809525,45.059071466666666,31.56045275838095,63.24255857190476,78.91089277095237,57.195963169047616,0.0,52.46733604571428,49.35704870904762,48.18381234785714,72.81669462809523,85.43868686319048,67.32970862809523,72.95705552857143,89.83333333333333,36.666666666666664,40.666666666666664,39.166666666666664,51.583333333333336,78.3233791195238,0.11549838095238096,0.23057495238095238,1.15%
DLR,DIGITAL REALTY TST.,2009,25.88042486071428,53.690290434285714,48.75906645428571,95.71428571428571,48.75906645428571,37.132949415214284,46.78135949428572,70.75850322857143,49.951732435,21.49669567214286,53.81569795278572,40.115661107142856,49.832458012857145,53.11938576714285,49.946277013571425,100.0,22.285714285714285,7.714285714285714,13.285714285714286,46.0,58.893273615714286,0.15997878571428573,0.22826857142857143,1.60%
DLTR,DOLLAR TREE,2004,14.819867063999999,61.8317154525,39.832401976,69.572739352,43.388083704500005,13.24130947095,24.159896281,7.0787296490000005,55.521858467,30.951547454,55.959381319,44.222064281,38.438892514500004,81.198109892,47.820245555,94.57142857142857,27.390442857142858,16.4898,52.02597142857143,47.619414285714285,42.638286933,0.1671335,0.27766815,1.67%
DOV,DOVER,2002,14.361986157095238,56.5587401147619,44.92512155714286,96.16977225666668,45.94850127619048,20.270822306761904,44.21175380857143,58.166947027142854,63.97933367190477,26.881355684761903,74.2144042347619,30.63177031904762,38.001717853809524,62.94066347142858,33.78573695909524,100.0,21.75,3.0,37.25,40.833333333333336,19.355682646190477,0.13045785714285715,0.2563177619047619,1.30%
DOW,DOW ORD SHS,2019,99.3655490075,90.5715439075,71.7288115825,64.22727272750001,86.0410224575,85.69787691,84.4946254775,92.18498672999999,87.930896925,93.13303529000001,82.14918097500001,52.5927224525,75.6678600975,99.58018203,86.537995685,100.0,47.75,64.25,68.75,70.1875,99.110715305,0.027251,0.37542600000000004,0.27%
DPZ,DOMINO'S PIZZA,2015,17.881275095,66.8260561,32.863832679999994,83.23863636366666,37.175280201666666,20.81959324,13.318664151666667,0.0,46.65864240666667,8.909853248333333,56.79656357333334,56.51651454666666,8.443754862166667,32.05048339333333,45.16700836333334,92.4,12.6,20.2,55.2,45.1,30.630969711666665,0.27942249999999996,0.25284,2.79%
DRI,DARDEN RESTAURANTS,2002,18.193884378095238,75.60567646333332,47.39516801047619,67.42984256523809,50.95671945190476,39.17490303428571,42.94645907638095,0.0,46.16084681619048,19.22806799952381,58.78290442476191,66.81893647571428,53.035042971428574,22.731963079,58.96012410095238,100.0,28.833333333333332,32.333333333333336,62.666666666666664,55.958333333333336,60.064824350952385,0.13684985714285713,0.2968800952380952,1.37%
DTE,DTE ENERGY,2002,67.56956067263158,61.10081078894737,52.185988503157894,81.79747489157894,53.83905390105264,62.77736015363158,50.90246822410526,41.36424997526316,71.2339979531579,1.1482461415789473,72.4286984363158,62.772447825263164,46.04660510821052,69.69462119842105,44.29847820894737,100.0,29.8,41.8,47.4,54.75,48.72079239894737,0.11239126315789474,0.16952936842105265,1.12%
DUK,DUKE ENERGY,2002,61.28949417428572,90.14658379714285,54.1140644452381,67.88838855904763,62.259471213809526,72.77584729333333,61.8279935047619,53.26835168571428,59.88731563142857,36.66799359095238,62.54285512571428,59.07155357428571,57.144782054095245,50.100731623428565,64.6484463552381,100.0,39.333333333333336,52.166666666666664,38.333333333333336,57.458333333333336,64.80335330380952,0.09594676190476191,0.18535847619047618,0.96%
DVA,DAVITA,2004,36.95467232478948,86.7299888663158,50.947345222631576,78.68993502647369,54.5683336768421,36.86720566505263,38.407971837210525,0.0,66.61990835894737,21.989333879473683,72.28911937684211,24.305328101578947,50.70233479526316,67.49936232157896,51.258838874210525,96.42857142857143,36.142857142857146,54.57142857142857,62.714285714285715,62.464285714285715,69.30229627631579,0.12531105263157896,0.2374894736842105,1.25%
DVN,DEVON ENERGY,2002,33.344145854333334,73.81546920904762,40.81275806238095,93.37468204380953,41.01540916571429,39.88232881357143,32.78506433185714,0.0,53.93960059809524,26.350050328571427,55.38900708095238,18.68083260142857,52.01118983571429,62.83854881428571,40.53708075028572,100.0,24.428571428571427,49.285714285714285,40.57142857142857,53.57142857142857,48.653642610000006,0.16121909523809524,0.3792887619047619,1.61%
DXCM,DEXCOM,2015,18.3881282025,50.92764019875,32.91039611625,100.0,32.91039611625,25.54812911625,17.2395479775,0.0,19.84156597625,12.634828822500001,13.2735966765,75.13369933875,28.40325652875,42.7037554975,48.39031454875,100.0,14.666666666666666,10.833333333333334,24.0,42.9375,49.89177897375,0.384681375,0.49140525,3.85%
EA,ELECTRONIC ARTS,2005,5.3591288299999995,61.90173216055556,41.272644835,57.00280033766666,45.04288608555556,25.256027999444445,17.401113988333336,0.0,52.675883454444445,4.7669196538888885,59.004673070555555,30.055015657777776,35.365989965000004,63.12442115,45.80879684,96.83333333333333,23.333333333333332,57.166666666666664,52.333333333333336,57.416666666666664,72.201215535,0.11744088888888887,0.3038470555555556,1.17%
EBAY,EBAY,2002,42.92126090142857,82.76488445857143,41.13680801952381,49.6834629842381,47.629450246666664,52.308818274809525,33.15905570428571,4.157118382380952,47.131148157619045,17.342597312857144,45.889586496999996,28.856680087619047,59.06179708619048,54.076278531904755,53.249422383809524,100.0,31.571428571428573,51.285714285714285,16.142857142857142,53.3125,59.32782006952381,0.16050704761904763,0.3070596666666667,1.61%
ECL,ECOLAB,2004,73.88853812105263,92.40369043473684,60.283719391052635,93.96191527842106,60.507745618421055,62.62047653473684,56.499186992105265,28.694509019473685,48.044933966315796,67.75995612,38.031330300526314,68.72482759,78.52264706315789,64.19454341684211,72.04226280157896,100.0,38.57142857142857,45.285714285714285,59.142857142857146,60.75,64.47657460210526,0.12451836842105263,0.17816015789473685,1.25%
ED,CONSOLIDATED EDISON,2002,64.45270373849999,62.3046686695,58.038438106499996,93.129872447,58.148885483499996,65.09285390950001,54.0605811185,48.771715692,74.02840263850001,3.356708862,76.628694412,39.940992180500004,46.397039845500004,71.74456266249999,51.280116455999995,100.0,36.666666666666664,40.833333333333336,55.166666666666664,58.166666666666664,74.0252153995,0.0949027,0.15500505,0.95%
EFX,EQUIFAX,2002,4.230336030476191,58.526185308095236,25.613040008095236,74.78514059585714,28.129064562380954,15.785134908857144,7.499605109571428,0.0,38.68617635428571,0.0,43.68362102252381,42.327200944285714,5.874470366666666,44.99858767047619,31.16833312142857,93.66666666666667,29.166666666666668,9.0,53.166666666666664,51.125,33.236086243809524,0.14143966666666669,0.2512953333333333,1.41%
EG,EVEREST GROUP,2004,19.10781417842105,48.772500623157896,40.135253947368426,100.0,40.135253947368426,9.788243838421053,18.31537598194737,0.0,63.84938562263159,1.3078032389473684,81.04158609,29.04106133894737,6.236270388421053,36.36976503063158,30.360384255789473,100.0,19.5,0.0,10.75,,30.42846658421053,0.10694526315789472,0.1947452105263158,1.07%
EIX,EDISON INTL.,2002,49.333313840476194,74.05171648333334,47.162650856666666,78.51327760761905,50.82266651952381,54.45344168619048,43.95793112814286,35.98280624238095,64.45175764904762,24.59676832619047,69.0504759242857,45.72096978761905,39.26452952142857,59.201659266666674,49.31571193333333,91.85714285714286,34.285714285714285,42.57142857142857,33.142857142857146,56.25,47.446375667619044,0.1348768095238095,0.2156530476190476,1.35%
EL,ESTEE LAUDER COS.'A',2002,49.31101817333334,64.79612418857144,42.32687853761905,93.49268786761905,42.684469525714285,55.085419126809526,47.87049278871429,32.243599711904764,22.395681342714287,49.37586991761904,21.49059822185714,38.15374208523809,52.02057959414285,7.469067187333333,50.451605769000004,96.57142857142857,53.285714285714285,76.14285714285714,55.57142857142857,70.39285714285714,59.030474014285716,0.19435923809523808,0.24577300000000002,1.94%
ELV,ELEVANCE HEALTH,2005,50.40165447166667,89.59283052111111,59.648356355,75.44358662833332,63.638620359444445,58.407266816111104,52.24402626022223,0.0,69.48577996888889,40.881952059444444,73.2994984311111,36.50361490333333,61.888113285555555,69.49613542833333,63.51373489166667,100.0,40.57142857142857,69.85714285714286,46.57142857142857,64.25,88.40388244333333,0.17465188888888888,0.25548883333333333,1.75%
EMN,EASTMAN CHEMICAL,2002,54.4264660905,82.6716250315,54.578323865499996,87.61805555549999,55.437468149000004,58.41565676500001,58.06205163285,54.168276301000006,58.056619169,34.2483711905,63.1496606445,47.9739240125,61.6218665644,43.499916305,51.155288698,100.0,37.166666666666664,24.333333333333332,51.833333333333336,53.333333333333336,55.73509075849999,0.17258865,0.29101365,1.73%
EMR,EMERSON ELECTRIC,2002,25.7167789943,84.8375785705,48.1130269005,98.472943723,48.1130269005,32.6605182065,51.22320411615,63.812746918,34.358161171,41.243941498,33.0225576954,40.980312146,42.2060616095,44.5710942145,55.757423308499995,100.0,31.8,37.0,63.8,58.15,58.417414945,0.11242545000000001,0.22028504999999998,1.12%
ENPH,ENPHASE ENERGY,2017,32.87645464833333,63.258969363333335,40.278280161666665,87.5,41.983788671666666,26.248468138333333,40.186692735,53.208744935,28.818502393333333,56.844234015000005,30.531506789999998,82.33002415,42.36997645833333,20.40318623683333,60.986282431666666,100.0,9.75,0.0,7.75,,37.23541195666667,2.179882166666667,0.9050571666666666,21.80%
EOG,EOG RES.,2002,27.38306152190476,48.094868857142856,33.9362119257619,94.9846435795238,33.9362119257619,32.04327261571429,26.37294404857143,0.0,51.7974410247619,8.744298124285715,46.38767712285714,19.43120303190476,41.87080714495238,86.10624036714286,30.140827131095236,100.0,23.142857142857142,26.857142857142858,33.57142857142857,45.892857142857146,51.693546842857145,0.20110285714285714,0.33306614285714287,2.01%
EPAM,EPAM SYSTEMS,2015,23.57118610125,71.1402475775,50.920753875,100.0,50.920753875,35.861965315,13.26515398275,0.0,54.00322322625,48.4058006525,66.45367183625,51.761407393750005,15.887485070124999,32.78975261375,60.4598371675,100.0,18.833333333333332,27.666666666666668,49.5,49.0,61.61550979625,0.386045125,0.346655,3.86%
EQIX,EQUINIX REIT,2009,36.20301489142857,78.26548987214287,52.95429315285714,93.00595238071428,53.141562574285715,52.289987666428566,53.133730136428575,0.0,46.76599687785715,9.374479372142856,43.54246455142857,37.51472943071428,67.20817123857142,64.55309262785714,59.94183853142857,100.0,22.0,7.285714285714286,50.0,52.25,67.03786646928572,0.2764520714285714,0.2495267142857143,2.76%
EQR,EQUITY RESD.TST.PROPS. SHBI,2002,23.197171281499998,72.798783638,43.283485595,94.66666666649999,43.283485595,23.829517165,24.1655748473,41.2167011825,52.8523576345,9.205386233499999,62.34116350949999,41.944039275,20.2178473385,40.993128954,56.8477713365,100.0,22.8,0.0,43.6,,60.5459672075,0.1358709,0.2155204,1.36%
EQT,EQT,2004,46.03695499842106,82.63696961052631,35.97903163947368,85.76343475263157,35.97903163947368,42.168305943315794,28.90297265121053,0.0,53.25848672210526,0.0,54.35257058368421,17.48934129631579,40.080853730526314,54.425895,32.10918010578948,100.0,35.857142857142854,32.42857142857143,21.571428571428573,51.3,48.48752961473684,0.13489068421052633,0.35069342105263157,1.35%
ES,EVERSOURCE ENERGY,2008,65.42826973214285,85.2421049707143,63.49343381785714,96.35770975071429,63.696099870000005,78.11134777928571,66.90541326642857,39.196949911428575,66.29761041857144,23.629534772142858,61.24110573071429,57.822687267142854,78.82977765214287,83.73218649928572,57.49814346642857,100.0,31.0,25.166666666666668,50.166666666666664,51.583333333333336,56.93560956428571,0.12342214285714284,0.1727017857142857,1.23%
ESS,ESSEX PROPERTY TST.,2008,24.34717653466667,32.09453429,44.847487426,100.0,44.847487426,30.19689489466667,30.027890031333335,17.86351018,68.75158010333332,10.863211240666667,83.84885197066666,48.75738825733333,32.91054293533333,48.030276257733334,37.80239139533333,100.0,27.142857142857142,12.857142857142858,25.857142857142858,52.5,41.794351268,0.11739746666666667,0.22747973333333335,1.17%
ETN,EATON,2004,63.132340251052625,93.38529612421053,61.836826144210534,77.77530568947368,65.57832986789474,61.51816977736843,80.49608604573685,89.80752472105263,46.97673866578947,70.54400403157895,47.1750487031579,27.38383757526316,79.73157499684211,35.545304153684214,66.11244461894736,94.85714285714286,35.285714285714285,38.57142857142857,57.714285714285715,56.607142857142854,70.55741598052632,0.1670852105263158,0.2593093684210526,1.67%
ETR,ENTERGY,2002,62.62959454999999,85.65287721809524,53.626950991904764,79.01517530095238,56.266098656666664,63.66032104761904,48.03809524333334,34.00640581490476,65.72806964380952,18.35537873761905,59.47232892438095,63.499711411904755,42.95886295728571,88.64618877428572,59.747356204761914,100.0,28.857142857142858,38.857142857142854,43.285714285714285,52.75,63.05178808619047,0.11091685714285715,0.18460985714285713,1.11%
ETSY,ETSY,2015,45.092816895,63.6391022475,45.299871053749996,90.88541666625,46.3171074,65.03815374875,55.67690588875,53.01419413875,42.1009506575,28.66215759875,47.50338755125,17.0484166725,47.6647137575,22.09825019375,42.54397661375,100.0,50.0,27.714285714285715,39.42857142857143,60.2,50.73616899875,0.7447575714285714,0.5879005714285714,7.45%
EVRG,EVERGY,2009,44.930035682142865,63.63490099285714,34.83571513142857,100.0,34.83571513142857,48.16244373285714,34.29634944,38.889453796,47.49352418714285,13.102358167142857,38.6990508745,16.466112593571427,14.746210794642858,78.51742756428573,25.80426330142857,100.0,18.714285714285715,7.714285714285714,4.285714285714286,42.125,11.09344785142857,0.07451875,0.2053534,0.75%
EW,EDWARDS LIFESCIENCES,2008,43.85355281685714,85.1897419157143,49.25951970285714,75.84024997571429,52.62741677142857,60.64953086642857,37.97912712157143,0.0,48.349532637142865,36.797482113571434,46.76698385428572,61.60128180357143,57.115031342142856,56.62201512357143,61.06824155857142,100.0,39.166666666666664,31.666666666666668,38.0,54.0,60.41438926428572,0.3255595714285714,0.27565521428571427,3.26%
EXC,EXELON,2002,71.15476305190475,74.08748634952381,58.08308921095239,79.56539885142857,60.07472859999999,83.15144636333333,58.09325565761905,23.84221143985714,66.48396582523809,0.9011164266666667,61.36740850504762,80.2811556795238,60.30855211866666,80.42529207285713,57.735703042380955,100.0,29.142857142857142,41.714285714285715,43.0,53.464285714285715,68.1281126352381,0.12316242857142858,0.20609980952380955,1.23%
EXPD,EXPEDITORS INTL.OF WASH.,2004,18.65042127736842,58.68031312526316,38.789998962105265,95.41214146473685,38.789998962105265,40.44382060368421,31.46104805031579,23.73294347,41.04413904421053,10.322305168947368,35.560549398,53.67303931157895,29.275703667368422,74.25191637631579,43.82123051052631,100.0,14.571428571428571,5.142857142857143,48.42857142857143,42.291666666666664,46.94323866368421,0.12826184210526315,0.24540305263157897,1.28%
EXPE,EXPEDIA GROUP,2005,9.117270139411763,49.61034828588236,17.111684222588238,64.85422850294118,17.16396303552941,22.137137486999997,12.842188592470588,0.0,12.340436530705881,5.651751363529411,9.573214064470587,12.981187302352941,6.237957089411765,23.71328900917647,22.972712041235294,100.0,24.666666666666668,37.833333333333336,9.666666666666666,56.625,28.754797381176473,0.17690270588235293,0.40846676470588233,1.77%
EXR,EXTRA SPACE STRG.,2014,3.300330032857143,52.94465136857143,22.335222090000002,100.0,22.335222090000002,10.449075084714286,12.241362878,0.0,14.163678483857142,0.0,10.445866925714286,42.987406095714285,16.981973404142856,33.79861597428572,43.581306614285715,100.0,16.8,22.6,1.4,46.5,43.31693843285715,0.21325228571428573,0.18988542857142857,2.13%
F,FORD MOTOR,2005,96.78866418444444,93.04130258055555,50.21180679888889,30.605502317166668,75.23426437111112,89.08226343555556,82.14051951888888,71.46542036977777,42.94827031555556,90.65796996333333,34.05582243944444,84.88294577666666,95.16062512166667,36.69616733005555,88.49518499722222,72.42857142857143,27.285714285714285,88.42857142857143,58.714285714285715,61.714285714285715,84.82632469777778,0.21028844444444444,0.40000855555555553,2.10%
FANG,DIAMONDBACK ENERGY,2015,47.10593218428572,33.45636725714286,36.72449112428571,90.1937046,38.996256714285714,39.03296396857143,24.325880140714283,8.320795058571429,65.55471666,30.79677018285714,63.85826920857143,29.557527142857143,24.453346757142857,83.50873115428571,36.16901878428571,100.0,23.333333333333332,4.5,21.166666666666668,46.75,48.26343299714285,0.2056472857142857,0.4447818571428571,2.06%
FAST,FASTENAL,2004,2.9949033657894737,8.689300591578947,30.384219685789475,95.70353419789474,30.384219685789475,18.19232269721053,20.619613497526316,17.688224326315787,47.3029053468421,26.56243639,53.09512987747369,35.5559138731579,30.312364929999998,57.53415823368421,26.41723458794737,90.5,20.0,0.0,52.25,,37.697556862105266,0.1566154210526316,0.27117600000000003,1.57%
FCX,FREEPORT-MCMORAN,2002,70.02359413857143,87.31042033523809,60.52243529571429,68.40236370147619,68.46939721238095,78.79787359,63.74904804371429,0.0,71.82986193714285,62.55673924190476,69.49140905380952,63.34738705428572,62.20247338161905,80.82888341428571,70.54724953376191,92.66666666666667,39.666666666666664,28.5,24.166666666666668,46.25,72.32503269380952,0.32159180952380956,0.45539880952380957,3.22%
FDS,FACTSET RESEARCH SYS.,2009,33.143394615,69.70851261,44.475514955,100.0,44.475514955,16.428913061,12.684468346785716,0.0,66.36598964285714,20.520364617857144,74.40960205142858,51.1829378,18.921430481785713,61.70234495714286,44.759803777857144,100.0,31.5,47.666666666666664,49.0,57.041666666666664,44.124603615714285,0.20139657142857142,0.2288312857142857,2.01%
FDX,FEDEX,2002,44.219034551904755,85.6970401942857,42.90745214190476,30.582696042000002,58.216118739523814,69.88858572809524,52.84486209328571,23.85361552047619,68.24480937857143,6.098492035238096,69.99236550033334,59.54342339476191,64.32909405952381,78.43680551904762,55.45982438142857,88.66666666666667,36.166666666666664,24.333333333333332,51.666666666666664,50.35,60.06364810428572,0.10293847619047619,0.2633013809523809,1.03%
FE,FIRSTENERGY,2002,45.770255689857144,47.751619383333335,43.923235565238095,78.72134607047619,47.98085677238095,54.65644799571429,45.22942683161905,25.348685333285715,68.05709281,20.02509389952381,67.5218619047619,24.11270298,52.23517508952381,84.69908724285715,36.13562205047619,100.0,24.625,24.125,53.5,51.642857142857146,41.793073124761904,0.07504338095238096,0.21070004761904762,0.75%
FFIV,F5,2009,20.549714429999998,71.81255527214286,48.65369829642857,97.61904761928572,48.65369829642857,19.010902810642857,20.9539493855,11.286364839285714,46.069614417857146,20.55998999285714,37.58996248785714,70.64057606214286,35.13942649607143,91.34838749785715,61.304805002857144,100.0,24.285714285714285,23.142857142857142,27.285714285714285,61.75,58.958013027142854,0.23947478571428574,0.3222694285714286,2.39%
FI,FISERV,2002,8.273882373333333,53.86983273380953,23.556955334761906,94.96392496380952,23.809200819047618,6.258668317619048,4.590520700190477,1.8007202880952382,39.373452523333334,6.43514992,45.051413094761905,5.104932428571429,5.22324184447619,41.17996405571429,22.156976420238095,100.0,25.142857142857142,12.714285714285714,23.142857142857142,59.5,21.777162790000002,0.13428190476190477,0.20816861904761902,1.34%
FICO,FAIR ISAAC,2009,7.357351737857143,48.94333709214286,34.93046208642857,98.73949579857143,34.93046208642857,18.767865850642856,8.640400510571428,0.0,42.76428900928572,1.5805492935714285,41.35548866357143,19.711129079285715,13.409290965,71.06491500857143,34.99223291714286,100.0,21.666666666666668,24.0,35.666666666666664,45.333333333333336,58.591593096428575,0.31470521428571424,0.3266235,3.15%
FIS,FIDELITY NAT.INFO.SVS.,2006,18.33787812882353,82.47299866294118,39.56142834176471,91.47058823529412,41.08644378941177,18.93344294235294,13.257949404117646,0.0,31.53562670047059,15.011671334117647,32.015753207705885,39.41773143882353,20.840405269999998,38.73370405105882,59.22626294705883,100.0,18.714285714285715,21.857142857142858,36.142857142857146,52.5,62.11227856176471,0.09780605882352941,0.2224090588235294,0.98%
FITB,FIFTH THIRD BANCORP,2003,43.70225565510526,92.66985185263157,52.68625408631579,78.80324030263158,54.64877925526316,38.30353349394736,44.461410142105265,27.800620048421052,65.26233085421052,9.695368196842105,75.17068364473684,63.58124512631579,29.555420148157896,46.60787169226316,54.14690672263158,100.0,30.6,56.8,34.6,55.5,47.97176349736842,0.06746547368421052,0.34835915789473687,0.67%
FLT,FLEETCOR TECHNOLOGIES,2010,9.707813526363635,42.774989016363634,18.640487970909092,95.50619834727273,18.640487970909092,5.918985736363637,4.669777474545454,0.0,26.590571374181817,0.0,26.21464160290909,24.138903124545458,7.079053350909091,39.09884251454545,20.072203234545455,100.0,21.2,19.0,25.6,49.333333333333336,18.29621601181818,0.29889059999999995,0.2520248,2.99%
FMC,FMC,2002,60.54804647047619,68.82615861666666,45.64980823095238,86.33067329523809,48.18184079761905,40.84576602347619,46.87991463619048,47.53194211428571,57.296845890952376,21.08485523761905,63.99746310857143,51.06298359380952,51.926805292285714,32.793988113,44.159911625238095,100.0,41.0,25.0,49.857142857142854,55.25,57.239040833333334,0.1916155714285714,0.2855137619047619,1.92%
FOX,FOX B,2019,28.955331668000003,80.145395794,49.804569972,54.731853787800006,60.072018203999995,48.14711722,32.735927576,0.0,55.26504341,65.826450396,58.020606212,65.569549004,44.923602286,63.619641906000005,70.643414416,66.2,18.4,51.4,51.8,49.8125,71.10681263000001,-0.040434,0.30332325,-0.40%
FOXA,FOX A,2019,28.955331668000003,80.145395794,49.804569972,54.731853787800006,60.072018203999995,48.14711722,32.735927576,0.0,55.26504341,65.826450396,58.020606212,65.569549004,44.923602286,63.619641906000005,70.643414416,66.2,18.4,51.4,51.8,49.8125,71.10681263000001,-0.023463750000000005,0.31129325,-0.23%
FRT,FEDERAL REALTY INV.TST.,2004,16.61888383166667,70.01894299666667,48.25083136611111,100.0,48.25083136611111,40.176102588333336,35.11959495111111,50.41691787388889,71.13322511666667,5.396174863333333,91.45338555500001,16.446246871666666,26.554788311055557,39.74225118388889,40.19597202833333,100.0,25.5,11.5,17.166666666666668,48.5,32.79611787777778,0.13377933333333333,0.22219194444444446,1.34%
FSLR,FIRST SOLAR,2006,42.66637814875,64.186729615,47.481955056875,90.711805555625,48.50459147,49.302088453125,45.1204982215,49.652344438125,45.045445294375,34.71135288875,36.0348928176875,63.858897076874996,36.026917205625,76.6666649825,57.622656289375,100.0,28.0,4.6,57.0,48.625,48.08339441,0.5891752666666666,0.5433058666666667,5.89%
FTNT,FORTINET,2010,18.95758055615385,66.24248178538461,42.460507520769234,99.20424403153847,42.460507520769234,25.59587325923077,26.713016966769228,23.92194214453846,33.84665951753846,20.436058054615387,32.275903933692305,77.62663682153847,31.179212536923078,49.00856410153846,57.94990836153847,100.0,21.5,0.0,31.833333333333332,,40.80183238923077,0.36297230769230776,0.3623607692307692,3.63%
